28, 49
17, 5
57, 40
26, 2
23, 1
1, 33
12, 57
39, 43
23, 27
4, 37
51, 5
45, 20
42, 16
48, 26
46, 10
26, 25
40, 15
10, 24
48, 56
8, 9
14, 5
15, 8
20, 36
26, 14
59, 13
15, 6
56, 21
47, 53
55, 59
18, 11
51, 18
15, 2
2, 14
56, 51
44, 22
52, 2
30, 56
9, 34
18, 14
8, 19
3, 59
54, 7
9, 18
31, 31
51, 20
52, 1
31, 55
21, 6
35, 11
24, 51
39, 31
59, 59
25, 53
45, 0
20, 48
51, 8
57, 24
37, 31
50, 32
4, 23
20, 7
49, 1
48, 32
41, 27
41, 55
41, 53
33, 51
7, 28
45, 11
39, 30
54, 47
57, 57
52, 17
47, 54
17, 24
5, 28
50, 40
57, 37
21, 26
32, 5
37, 35
1, 11
51, 25
52, 58
17, 55
40, 16
54, 60
48, 16
27, 47
21, 20
18, 54
56, 18
15, 24
52, 49
36, 32
44, 41
49, 55
4, 11
27, 57
50, 55
8, 59
4, 13
25, 39
59, 29
5, 49
5, 43
5, 2
7, 35
0, 16
41, 36
26, 13
16, 25
38, 48
58, 57
38, 36
28, 41
13, 19
26, 22
11, 24
14, 37
46, 43
46, 2
32, 31
56, 58
47, 8
19, 47
35, 17
13, 47
8, 23
22, 20
33, 9
54, 54
26, 6
44, 56
14, 51
23, 26
11, 16
40, 44
30, 3
55, 21
39, 33
28, 21
45, 53
2, 3
32, 19
22, 31
32, 53
41, 59
15, 40
1, 35
7, 43
23, 24
30, 17
20, 41
2, 50
25, 20
18, 51
39, 6
41, 15
12, 27
53, 11
2, 26
14, 42
19, 26
4, 12
2, 2
4, 53
50, 20
31, 38
45, 5
1, 36
17, 47
59, 11
52, 20
45, 40
16, 13
17, 31
49, 46
34, 45
30, 48
32, 7
53, 60
21, 40
48, 57
38, 53
1, 22
29, 47
47, 17
51, 28
31, 49
48, 41
19, 28
55, 41
21, 60
11, 22
2, 44
40, 52
36, 55
41, 56
58, 55
7, 16
48, 42
47, 35
48, 38
30, 15
3, 7
8, 10
13, 48
4, 47
58, 18
26, 5
5, 9
59, 49
44, 15
31, 51
18, 58
36, 17
57, 16
2, 46
2, 60
3, 23
51, 17
36, 3
29, 35
38, 59
36, 42
18, 4
29, 15
11, 27
7, 34
51, 59
58, 35
50, 8
20, 38
38, 58
38, 54
12, 9
6, 55
55, 3
59, 57
14, 15
33, 6
8, 32
29, 40
24, 56
10, 33
21, 31
28, 60
10, 51
59, 31
39, 8
12, 56
12, 51
44, 19
51, 6
24, 15
56, 14
55, 44
38, 47
40, 50
23, 36
13, 38
13, 53
58, 22
7, 8
32, 51
30, 51
57, 28
8, 37
44, 43
35, 46
9, 46
45, 49
29, 45
4, 3
56, 39
18, 60
9, 47
13, 51
39, 60
19, 33
5, 24
3, 10
16, 17
7, 60
30, 28
50, 19
4, 34
27, 53
30, 6
34, 53
24, 0
32, 27
0, 13
46, 1
6, 54
31, 50
7, 19
10, 27
18, 1
15, 15
7, 31
33, 12
48, 2
12, 58
16, 29
16, 23
30, 59
29, 25
15, 18
28, 34
60, 45
58, 29
52, 55
34, 8
13, 20
24, 22
56, 47
16, 16
26, 29
7, 33
24, 35
38, 5
36, 20
46, 42
27, 26
26, 55
49, 0
13, 36
39, 40
47, 19
35, 16
29, 20
24, 13
53, 41
54, 10
26, 1
25, 29
22, 24
14, 41
43, 59
14, 56
