81, 82
117, 86
22, 95
13, 38
19, 8
106, 122
46, 57
122, 19
91, 49
98, 85
102, 55
16, 9
42, 95
112, 43
36, 33
48, 122
83, 89
9, 14
110, 60
121, 40
39, 16
59, 48
90, 38
42, 58
18, 105
41, 91
46, 83
26, 75
96, 115
0, 63
68, 18
111, 72
5, 10
40, 6
19, 106
40, 89
26, 38
121, 78
75, 1
98, 75
102, 90
119, 5
3, 94
15, 9
106, 11
106, 95
22, 83
121, 6
2, 78
118, 17
81, 71
106, 111
33, 7
116, 55
9, 21
35, 107
66, 81
30, 89
32, 12
28, 63
15, 118
55, 35
124, 46
123, 122
14, 92
87, 83
85, 73
26, 92
55, 65
101, 97
10, 52
57, 33
110, 73
4, 117
12, 77
112, 45
42, 14
30, 28
1, 44
0, 119
26, 99
26, 70
40, 103
77, 38
95, 70
96, 92
76, 80
78, 64
88, 74
33, 98
57, 96
98, 70
42, 31
99, 76
51, 86
68, 106
24, 49
103, 34
112, 110
69, 94
30, 74
99, 32
83, 90
29, 15
97, 3
45, 83
102, 97
47, 87
102, 33
104, 109
124, 124
90, 102
61, 82
18, 63
2, 40
111, 93
4, 38
70, 107
124, 88
99, 100
109, 118
25, 124
5, 102
83, 41
79, 50
70, 23
41, 76
12, 13
85, 104
59, 91
71, 51
90, 31
109, 59
17, 43
12, 33
45, 110
52, 37
76, 96
83, 84
16, 105
107, 109
122, 65
110, 94
93, 54
21, 43
113, 77
64, 24
55, 79
26, 97
68, 21
96, 107
22, 111
90, 82
41, 81
8, 91
49, 111
120, 84
28, 68
104, 36
77, 72
9, 47
8, 97
92, 54
60, 4
118, 29
84, 15
82, 113
81, 38
56, 107
61, 88
66, 46
24, 63
72, 68
91, 35
52, 82
72, 87
30, 97
124, 34
75, 20
122, 124
107, 69
38, 69
24, 61
106, 13
114, 114
95, 2
48, 4
73, 90
72, 88
105, 118
120, 42
61, 41
124, 23
67, 94
49, 107
117, 104
29, 1
54, 41
11, 49
122, 87
96, 46
71, 44
10, 49
97, 68
23, 96
97, 104
80, 11
104, 8
114, 21
36, 81
78, 120
25, 1
104, 39
79, 91
98, 5
10, 7
21, 105
124, 76
99, 52
37, 95
39, 4
99, 38
111, 77
57, 71
30, 113
92, 61
68, 70
97, 51
90, 35
64, 86
79, 17
66, 114
116, 60
106, 9
109, 110
120, 35
11, 53
81, 118
111, 114
27, 96
109, 96
74, 31
107, 124
112, 124
93, 106
21, 5
34, 68
18, 31
91, 36
85, 57
96, 49
65, 25
2, 59
39, 104
7, 88
21, 59
34, 76
113, 59
11, 8
76, 72
44, 14
93, 79
77, 44
104, 25
124, 119
22, 106
101, 53
38, 65
58, 114
122, 57
122, 111
48, 65
91, 110
117, 29
93, 59
20, 5
0, 28
13, 19
77, 58
40, 21
76, 31
44, 10
33, 77
8, 69
87, 40
42, 110
9, 23
57, 55
80, 12
113, 79
117, 46
97, 37
73, 25
77, 26
90, 44
115, 39
56, 2
16, 6
10, 0
75, 96
93, 22
85, 79
114, 124
71, 25
113, 66
6, 15
90, 46
90, 77
80, 103
107, 54
40, 123
42, 46
52, 21
78, 68
57, 20
60, 48
55, 78
122, 102
48, 73
94, 7
108, 34
7, 41
122, 44
24, 79
48, 88
82, 106
82, 36
84, 119
56, 71
107, 89
47, 29
111, 88
30, 23
2, 31
96, 33
7, 37
119, 63
62, 40
10, 112
53, 112
43, 103
17, 95
115, 32
8, 92
76, 14
41, 64
79, 81
82, 33
87, 74
54, 8
0, 88
35, 109
68, 56
27, 15
83, 75
59, 15
45, 16
36, 61
76, 20
115, 108
108, 114
79, 59
60, 90
46, 120
86, 84
29, 62
72, 12
13, 92
3, 114
59, 93
75, 71
53, 99
21, 118
59, 94
80, 62
70, 45
79, 19
64, 56
14, 5
73, 65
67, 16
121, 87
52, 99
8, 59
124, 53
40, 88
29, 99
100, 72
8, 58
28, 18
77, 40
4, 116
67, 117
95, 107
107, 105
81, 94
42, 18
68, 108
68, 68
49, 88
71, 112
104, 3
112, 66
59, 70
25, 71
15, 105
120, 109
112, 7
59, 73
84, 109
49, 34
102, 42
110, 34
66, 34
98, 109
112, 114
119, 42
104, 101
24, 2
0, 116
124, 43
62, 111
13, 81
119, 38
2, 80
104, 74
27, 57
78, 22
61, 10
94, 66
96, 53
53, 122
64, 65
72, 36
19, 32
41, 24
24, 109
41, 41
112, 22
121, 79
54, 109
3, 45
84, 102
70, 71
70, 37
124, 93
63, 91
78, 18
81, 78
7, 26
34, 63
20, 67
19, 122
117, 8
67, 46
50, 114
99, 27
86, 97
18, 114
77, 91
59, 45
81, 63
101, 58
79, 79
45, 21
42, 23
118, 89
88, 33
90, 23
38, 35
92, 34
31, 97
67, 44
63, 115
85, 29
39, 115
79, 70
69, 74
117, 48
4, 50
66, 23
119, 111
63, 118
91, 105
68, 44
109, 108
11, 102
55, 119
100, 0
78, 41
84, 94
47, 7
85, 27
10, 1
7, 78
18, 33
52, 119
93, 92
122, 95
31, 22
78, 99
34, 64
60, 65
105, 62
28, 60
29, 84
58, 36
88, 58
39, 84
96, 103
53, 97
114, 112
38, 102
20, 74
52, 84
72, 14
84, 32
100, 69
120, 59
8, 110
57, 114
2, 12
91, 57
17, 68
94, 124
93, 120
17, 72
27, 120
95, 81
118, 16
22, 18
65, 85
20, 73
66, 113
103, 0
48, 106
89, 43
26, 93
53, 93
28, 34
78, 60
111, 96
64, 120
124, 39
3, 59
68, 111
91, 40
47, 108
19, 61
29, 5
14, 42
8, 7
83, 58
100, 25
6, 93
106, 2
74, 54
52, 10
83, 43
47, 82
85, 107
75, 15
85, 19
59, 63
98, 95
31, 76
108, 112
89, 8
51, 12
78, 124
102, 98
113, 55
17, 56
54, 108
19, 66
68, 17
61, 116
33, 116
28, 17
99, 70
40, 20
56, 118
19, 60
24, 89
114, 30
122, 3
111, 102
13, 41
84, 69
87, 107
73, 107
107, 21
107, 101
69, 39
71, 57
88, 53
53, 5
101, 94
90, 32
14, 50
72, 1
62, 43
95, 76
67, 25
17, 124
84, 79
109, 109
9, 123
113, 93
39, 81
111, 58
24, 1
53, 120
120, 37
89, 39
108, 119
2, 44
118, 69
82, 40
105, 10
48, 93
113, 67
16, 49
41, 45
16, 67
62, 26
11, 25
110, 64
48, 48
47, 52
117, 24
35, 91
49, 29
114, 94
61, 120
32, 71
31, 122
67, 65
92, 104
89, 64
12, 68
37, 21
38, 58
123, 22
21, 88
37, 73
63, 92
61, 56
24, 119
97, 16
91, 48
8, 109
69, 106
96, 30
43, 84
22, 57
19, 58
72, 74
69, 28
3, 34
91, 26
73, 60
124, 67
33, 47
22, 17
41, 110
101, 21
120, 104
5, 83
46, 38
29, 40
123, 102
92, 72
64, 98
58, 93
13, 123
106, 46
86, 34
106, 123
7, 33
76, 32
78, 58
36, 98
84, 21
49, 5
20, 116
71, 1
80, 86
112, 69
121, 88
85, 117
40, 55
41, 100
97, 48
85, 36
55, 48
62, 23
40, 57
99, 20
45, 118
111, 74
58, 28
59, 101
43, 37
99, 40
44, 66
113, 16
79, 18
4, 81
83, 16
11, 99
65, 13
30, 10
117, 7
44, 6
3, 115
121, 33
37, 84
94, 56
7, 115
43, 17
84, 111
33, 124
24, 88
60, 0
75, 106
113, 98
118, 52
61, 17
92, 38
120, 64
52, 71
94, 94
21, 111
81, 76
105, 91
121, 105
67, 49
89, 34
120, 100
65, 47
124, 36
75, 85
34, 89
70, 75
48, 14
55, 120
116, 50
62, 30
82, 62
105, 86
45, 97
117, 65
47, 124
118, 81
11, 119
72, 73
15, 28
31, 26
112, 112
55, 38
99, 72
113, 44
89, 94
62, 99
82, 85
108, 71
102, 121
49, 124
49, 21
124, 61
53, 40
117, 19
1, 121
5, 13
73, 93
24, 38
37, 5
46, 113
27, 75
102, 108
10, 121
23, 13
110, 13
116, 57
77, 76
85, 94
0, 11
84, 122
58, 112
35, 112
20, 107
119, 40
46, 35
102, 23
11, 12
122, 59
20, 26
101, 29
6, 54
11, 19
18, 66
98, 10
36, 108
101, 123
115, 83
8, 112
73, 22
32, 119
105, 95
14, 78
56, 121
17, 111
111, 108
62, 15
52, 102
46, 42
79, 104
118, 79
54, 47
40, 14
2, 67
46, 115
50, 102
67, 7
77, 59
43, 32
107, 19
121, 100
110, 48
74, 58
16, 23
23, 50
82, 57
79, 56
89, 48
97, 72
43, 24
52, 103
78, 42
48, 116
75, 102
99, 34
5, 75
78, 3
4, 83
97, 27
98, 92
0, 82
65, 124
45, 10
78, 26
34, 46
21, 54
16, 12
115, 102
81, 79
49, 83
105, 9
42, 102
38, 104
65, 84
82, 114
95, 38
32, 51
8, 54
114, 56
28, 112
1, 36
39, 109
57, 63
22, 10
48, 101
103, 113
69, 111
97, 89
78, 13
45, 99
82, 116
119, 15
87, 69
102, 45
91, 4
27, 77
11, 60
33, 71
78, 122
122, 55
84, 55
9, 32
58, 68
118, 121
106, 55
52, 32
2, 84
61, 31
11, 44
35, 39
75, 33
60, 113
62, 83
100, 92
76, 79
0, 2
122, 86
50, 93
13, 43
29, 60
45, 18
70, 97
88, 48
100, 26
18, 1
100, 115
70, 15
94, 69
84, 47
16, 63
79, 52
121, 45
109, 121
100, 75
41, 120
107, 110
85, 58
56, 51
40, 40
21, 26
123, 40
91, 107
65, 3
83, 15
106, 103
108, 26
18, 85
82, 48
24, 122
49, 17
111, 103
108, 103
4, 110
45, 49
45, 11
38, 59
37, 85
81, 100
114, 121
12, 80
12, 49
120, 31
44, 13
121, 2
50, 31
35, 45
71, 8
84, 53
106, 20
105, 35
94, 31
80, 37
4, 75
111, 32
57, 14
5, 108
110, 91
90, 19
84, 25
56, 49
46, 110
22, 102
95, 11
75, 105
63, 44
122, 36
101, 70
88, 2
98, 8
76, 56
84, 39
49, 39
81, 6
99, 33
67, 3
113, 53
26, 65
58, 56
5, 16
85, 97
72, 54
66, 5
86, 64
22, 36
43, 43
70, 60
44, 52
33, 72
32, 10
89, 72
82, 64
47, 91
123, 1
96, 93
75, 73
94, 34
67, 105
5, 121
41, 85
27, 25
99, 69
14, 32
39, 106
16, 88
32, 3
71, 116
14, 34
118, 73
0, 6
117, 57
117, 109
37, 116
113, 45
106, 29
123, 118
67, 115
44, 67
70, 46
64, 2
90, 114
116, 107
43, 86
3, 56
102, 56
95, 113
24, 86
45, 65
5, 82
101, 110
64, 39
35, 95
19, 70
22, 99
55, 59
30, 90
21, 121
60, 68
7, 67
13, 64
16, 118
58, 47
70, 61
50, 49
33, 117
49, 51
52, 66
104, 83
43, 5
116, 85
44, 31
29, 27
27, 8
13, 71
95, 110
80, 25
78, 109
8, 90
98, 91
29, 34
47, 96
23, 11
118, 91
58, 111
56, 91
123, 33
90, 17
82, 120
124, 100
109, 98
86, 51
115, 97
76, 97
124, 2
18, 20
36, 37
62, 21
73, 36
38, 19
16, 60
58, 45
121, 1
28, 9
25, 7
60, 74
57, 23
79, 36
98, 38
96, 70
6, 43
13, 33
43, 108
63, 30
31, 69
11, 116
116, 39
52, 58
19, 89
70, 18
